,Country / territory of asylum/residence,Origin,Year,Value,coor_from,coor_to
8396,Denmark,Dem. Rep. of the Congo,2015,255,,"(9.501785, 56.26392)"
8401,Denmark,South Sudan,2015,5,,"(9.501785, 56.26392)"
8402,Denmark,Stateless,2015,3,,"(9.501785, 56.26392)"
8404,Denmark,Syrian Arab Rep.,2015,244,,"(9.501785, 56.26392)"
8409,Finland,Central African Rep.,2015,1,,"(25.748151, 61.92411)"
8411,Finland,Dem. Rep. of the Congo,2015,198,,"(25.748151, 61.92411)"
8415,Finland,Iran (Islamic Rep. of),2015,22,,"(25.748151, 61.92411)"
8423,Finland,Syrian Arab Rep.,2015,376,,"(25.748151, 61.92411)"
8424,Finland,Various/unknown,2015,5,,"(25.748151, 61.92411)"
8429,Germany,Stateless,2015,33,,"(10.451526, 51.165691)"
8431,Germany,Syrian Arab Rep.,2015,9,,"(10.451526, 51.165691)"
8433,Iceland,Syrian Arab Rep.,2015,13,,"(-19.020835, 64.963051)"
8434,Iceland,Various/unknown,2015,1,,"(-19.020835, 64.963051)"
8436,Ireland,Syrian Arab Rep.,2015,149,,"(-8.24389, 53.41291)"
8437,Italy,Syrian Arab Rep.,2015,96,,"(12.56738, 41.87194)"
8438,Japan,Myanmar,2015,19,,"(138.252924, 36.204824)"
8439,Liechtenstein,Syrian Arab Rep.,2015,18,,"(9.555373, 47.166)"
8440,Luxembourg,Syrian Arab Rep.,2015,46,,"(6.129583, 49.815273)"
8444,New Zealand,Dem. Rep. of the Congo,2015,5,,"(174.885971, -40.900557)"
8450,New Zealand,Iran (Islamic Rep. of),2015,1,,"(174.885971, -40.900557)"
8452,New Zealand,Myanmar,2015,236,,"(174.885971, -40.900557)"
8455,New Zealand,Palestinian,2015,24,,"(174.885971, -40.900557)"
8460,New Zealand,Syrian Arab Rep.,2015,75,,"(174.885971, -40.900557)"
8468,Norway,Dem. Rep. of the Congo,2015,195,,"(8.468946, 60.472024)"
8472,Norway,Iran (Islamic Rep. of),2015,1,,"(8.468946, 60.472024)"
8475,Norway,Myanmar,2015,3,,"(8.468946, 60.472024)"
8478,Norway,Stateless,2015,24,,"(8.468946, 60.472024)"
8480,Norway,Syrian Arab Rep.,2015,1684,,"(8.468946, 60.472024)"
8485,Philippines,Stateless,2015,1,,"(121.774017, 12.879721)"
8486,Rep. of Korea,Myanmar,2015,22,,
8492,Sweden,Dem. Rep. of the Congo,2015,217,,"(18.643501, 60.128161)"
8495,Sweden,Iran (Islamic Rep. of),2015,1,,"(18.643501, 60.128161)"
8499,Sweden,Myanmar,2015,5,,"(18.643501, 60.128161)"
8501,Sweden,Palestinian,2015,9,,"(18.643501, 60.128161)"
8504,Sweden,South Sudan,2015,3,,"(18.643501, 60.128161)"
8505,Sweden,Stateless,2015,137,,"(18.643501, 60.128161)"
8507,Sweden,Syrian Arab Rep.,2015,680,,"(18.643501, 60.128161)"
8510,Sweden,Venezuela (Bolivarian Republic of),2015,4,,"(18.643501, 60.128161)"
8512,Switzerland,Syrian Arab Rep.,2015,552,,"(8.227512, 46.818188)"
8513,Switzerland,Various/unknown,2015,89,,"(8.227512, 46.818188)"
8514,United Kingdom of Great Britain and Northern Ireland,Afghanistan,2015,3,"(67.709953, 33.93911)",
8515,United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2015,134,,
8516,United Kingdom of Great Britain and Northern Ireland,Eritrea,2015,18,"(39.782334, 15.179384)",
8517,United Kingdom of Great Britain and Northern Ireland,Ethiopia,2015,156,"(40.489673, 9.145)",
8518,United Kingdom of Great Britain and Northern Ireland,Iraq,2015,106,"(43.679291, 33.223191)",
8519,United Kingdom of Great Britain and Northern Ireland,Palestinian,2015,1,,
8520,United Kingdom of Great Britain and Northern Ireland,Somalia,2015,175,"(46.199616, 5.152149)",
8521,United Kingdom of Great Britain and Northern Ireland,Sudan,2015,72,"(30.217636, 12.862807)",
8522,United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2015,1199,,
8523,United States of America,Afghanistan,2015,1168,"(67.709953, 33.93911)",
8524,United States of America,Angola,2015,5,"(17.873887, -11.202692)",
8525,United States of America,Armenia,2015,31,"(45.038189, 40.069099)",
8526,United States of America,Azerbaijan,2015,19,"(47.576927, 40.143105)",
8527,United States of America,Bangladesh,2015,3,"(90.356331, 23.684994)",
8528,United States of America,Belarus,2015,102,"(27.953389, 53.709807)",
8529,United States of America,Bhutan,2015,5764,"(90.433601, 27.514162)",
8530,United States of America,Burundi,2015,1208,"(29.918886, -3.373056)",
8531,United States of America,Côte d'Ivoire,2015,41,"(-5.54708, 7.539989)",
8532,United States of America,Cambodia,2015,1,"(104.990963, 12.565679)",
8533,United States of America,Cameroon,2015,8,"(12.354722, 7.369722)",
8534,United States of America,Central African Rep.,2015,108,,
8535,United States of America,Chad,2015,6,"(18.732207, 15.454166)",
8536,United States of America,China,2015,33,"(104.195397, 35.86166)",
8537,United States of America,Colombia,2015,433,"(-74.297333, 4.570868)",
8538,United States of America,Congo,2015,22,,
8539,United States of America,Croatia,2015,1,"(15.2, 45.1)",
8540,United States of America,Cuba,2015,1060,"(-77.781167, 21.521757)",
8541,United States of America,Dem. People's Rep. of Korea,2015,14,,
8542,United States of America,Dem. Rep. of the Congo,2015,8206,,
8543,United States of America,Djibouti,2015,2,"(42.590275, 11.825138)",
8544,United States of America,Ecuador,2015,1,"(-78.183406, -1.831239)",
8545,United States of America,Egypt,2015,11,"(30.802498, 26.820553)",
8546,United States of America,El Salvador,2015,11,"(-88.89653, 13.794185)",
8547,United States of America,Equatorial Guinea,2015,2,"(10.267895, 1.650801)",
8548,United States of America,Eritrea,2015,1783,"(39.782334, 15.179384)",
8549,United States of America,Ethiopia,2015,682,"(40.489673, 9.145)",
8550,United States of America,Gambia,2015,3,"(-15.310139, 13.443182)",
8551,United States of America,Georgia,2015,12,"(43.356892, 42.315407)",
8552,United States of America,Guinea,2015,2,"(-9.696645, 9.945587)",
8553,United States of America,India,2015,1,"(78.96288, 20.593684)",
8554,United States of America,Indonesia,2015,9,"(113.921327, -0.789275)",
8555,United States of America,Iran (Islamic Rep. of),2015,3121,,
8556,United States of America,Iraq,2015,10169,"(43.679291, 33.223191)",
8557,United States of America,Jamaica,2015,1,"(-77.297508, 18.109581)",
8558,United States of America,Jordan,2015,4,"(36.238414, 30.585164)",
8559,United States of America,Kazakhstan,2015,58,"(66.923684, 48.019573)",
8560,United States of America,Kenya,2015,2,"(37.906193, -0.023559)",
8561,United States of America,Kuwait,2015,2,"(47.481766, 29.31166)",
8562,United States of America,Kyrgyzstan,2015,8,"(74.766098, 41.20438)",
8563,United States of America,Liberia,2015,11,"(-9.429499, 6.428055)",
8564,United States of America,Malaysia,2015,1,"(101.975766, 4.210484)",
8565,United States of America,Mali,2015,8,"(-3.996166, 17.570692)",
8566,United States of America,Myanmar,2015,17483,,
8567,United States of America,Namibia,2015,1,"(18.49041, -22.95764)",
8568,United States of America,Nepal,2015,37,"(84.124008, 28.394857)",
8569,United States of America,Netherlands,2015,1,"(5.291266, 52.132633)",
8570,United States of America,Nigeria,2015,3,"(8.675277, 9.081999)",
8571,United States of America,Pakistan,2015,205,"(69.345116, 30.375321)",
8572,United States of America,Palestinian,2015,79,,
8573,United States of America,Rep. of Moldova,2015,259,,
8574,United States of America,Russian Federation,2015,292,,
8575,United States of America,Rwanda,2015,197,"(29.873888, -1.940278)",
8576,United States of America,Saudi Arabia,2015,5,"(45.079162, 23.885942)",
8577,United States of America,Senegal,2015,7,"(-14.452362, 14.497401)",
8578,United States of America,Sierra Leone,2015,2,"(-11.779889, 8.460555)",
8579,United States of America,Somalia,2015,7779,"(46.199616, 5.152149)",
8580,United States of America,South Africa,2015,2,"(22.937506, -30.559482)",
8581,United States of America,South Sudan,2015,113,,
8582,United States of America,Sri Lanka,2015,86,"(80.771797, 7.873054)",
8583,United States of America,Sudan,2015,1688,"(30.217636, 12.862807)",
8584,United States of America,Syrian Arab Rep.,2015,2192,,
8585,United States of America,Tajikistan,2015,15,"(71.276093, 38.861034)",
8586,United States of America,Thailand,2015,3,"(100.992541, 15.870032)",
8587,United States of America,Togo,2015,5,"(0.824782, 8.619543)",
8588,United States of America,Tunisia,2015,7,"(9.537499, 33.886917)",
8589,United States of America,Turkey,2015,2,"(35.243322, 38.963745)",
8590,United States of America,Turkmenistan,2015,5,"(59.556278, 38.969719)",
8591,United States of America,Uganda,2015,66,"(32.290275, 1.373333)",
8592,United States of America,Ukraine,2015,1760,"(31.16558, 48.379433)",
8593,United States of America,Uzbekistan,2015,34,"(64.585262, 41.377491)",
8594,United States of America,Viet Nam,2015,39,,
8595,United States of America,Yemen,2015,8,"(48.516388, 15.552727)",
8596,United States of America,Zimbabwe,2015,5,"(29.154857, -19.015438)",
8612,Australia,Brunei Darussalam,2016,*,,"(133.775136, -25.274398)"
8619,Australia,Dem. Rep. of the Congo,2016,23,,"(133.775136, -25.274398)"
8620,Australia,Congo,2016,9,,"(133.775136, -25.274398)"
8632,Australia,United Kingdom of Great Britain and Northern Ireland,2016,23,,"(133.775136, -25.274398)"
8638,Australia,"China, Hong Kong SAR",2016,46,,"(133.775136, -25.274398)"
8646,Australia,Iran (Islamic Rep. of),2016,2971,,"(133.775136, -25.274398)"
8656,Australia,Rep. of Korea,2016,52,,"(133.775136, -25.274398)"
8658,Australia,Lao People's Dem. Rep.,2016,18,,"(133.775136, -25.274398)"
8668,Australia,The former Yugoslav Rep. of Macedonia,2016,15,,"(133.775136, -25.274398)"
8669,Australia,Myanmar,2016,60,,"(133.775136, -25.274398)"
8686,Australia,Palestinian,2016,108,,"(133.775136, -25.274398)"
8688,Australia,Russian Federation,2016,27,,"(133.775136, -25.274398)"
8697,Australia,Serbia and Kosovo: S/RES/1244 (1999),2016,12,,"(133.775136, -25.274398)"
8698,Australia,South Sudan,2016,6,,"(133.775136, -25.274398)"
8699,Australia,Stateless,2016,721,,"(133.775136, -25.274398)"
8702,Australia,Syrian Arab Rep.,2016,83,,"(133.775136, -25.274398)"
8706,Australia,Tibetan,2016,12,,"(133.775136, -25.274398)"
8710,Australia,United Rep. of Tanzania,2016,6,,"(133.775136, -25.274398)"
8713,Australia,United States of America,2016,21,,"(133.775136, -25.274398)"
8715,Australia,Various/unknown,2016,64,,"(133.775136, -25.274398)"
8717,Australia,Venezuela (Bolivarian Republic of),2016,14,,"(133.775136, -25.274398)"
8718,Australia,Viet Nam,2016,772,,"(133.775136, -25.274398)"
8725,Austria,Syrian Arab Rep.,2016,200,,"(14.550072, 47.516231)"
8726,Austria,Various/unknown,2016,*,,"(14.550072, 47.516231)"
8727,Belgium,Dem. Rep. of the Congo,2016,*,,"(4.469936, 50.503887)"
8728,Belgium,Syrian Arab Rep.,2016,448,,"(4.469936, 50.503887)"
8738,Canada,Brunei Darussalam,2016,*,,"(-106.346771, 56.130366)"
8741,Canada,Central African Rep.,2016,76,,"(-106.346771, 56.130366)"
8746,Canada,Dem. Rep. of the Congo,2016,1644,,"(-106.346771, 56.130366)"
8747,Canada,Congo,2016,11,,"(-106.346771, 56.130366)"
8761,Canada,Iran (Islamic Rep. of),2016,248,,"(-106.346771, 56.130366)"
8772,Canada,Myanmar,2016,368,,"(-106.346771, 56.130366)"
8777,Canada,Palestinian,2016,129,,"(-106.346771, 56.130366)"
8779,Canada,Russian Federation,2016,*,,"(-106.346771, 56.130366)"
8786,Canada,South Sudan,2016,65,,"(-106.346771, 56.130366)"
8787,Canada,Stateless,2016,431,,"(-106.346771, 56.130366)"
8789,Canada,Syrian Arab Rep.,2016,33266,,"(-106.346771, 56.130366)"
8794,Canada,United Rep. of Tanzania,2016,*,,"(-106.346771, 56.130366)"
8797,Canada,United States of America,2016,9,,"(-106.346771, 56.130366)"
8798,Canada,Various/unknown,2016,57,,"(-106.346771, 56.130366)"
8802,Switzerland,Dem. Rep. of the Congo,2016,*,,"(8.227512, 46.818188)"
8806,Switzerland,Syrian Arab Rep.,2016,524,,"(8.227512, 46.818188)"
8807,Switzerland,Various/unknown,2016,49,,"(8.227512, 46.818188)"
8808,Czech Rep.,Iraq,2016,32,"(43.679291, 33.223191)",
8811,Germany,Syrian Arab Rep.,2016,1215,,"(10.451526, 51.165691)"
8814,Denmark,Central African Rep.,2016,8,,"(9.501785, 56.26392)"
8815,Denmark,Dem. Rep. of the Congo,2016,24,,"(9.501785, 56.26392)"
8817,Denmark,Myanmar,2016,7,,"(9.501785, 56.26392)"
8821,Denmark,Stateless,2016,*,,"(9.501785, 56.26392)"
8822,Denmark,Syrian Arab Rep.,2016,236,,"(9.501785, 56.26392)"
8823,Spain,Syrian Arab Rep.,2016,289,,"(-3.74922, 40.463667)"
8824,Estonia,Syrian Arab Rep.,2016,11,,"(25.013607, 58.595272)"
8826,Finland,Dem. Rep. of the Congo,2016,205,,"(25.748151, 61.92411)"
8829,Finland,Russian Federation,2016,*,,"(25.748151, 61.92411)"
8833,Finland,South Sudan,2016,*,,"(25.748151, 61.92411)"
8834,Finland,Stateless,2016,9,,"(25.748151, 61.92411)"
8835,Finland,Syrian Arab Rep.,2016,546,,"(25.748151, 61.92411)"
8838,France,Central African Rep.,2016,5,,"(2.213749, 46.227638)"
8840,France,Dem. Rep. of the Congo,2016,25,,"(2.213749, 46.227638)"
8841,France,Congo,2016,5,,"(2.213749, 46.227638)"
8844,France,Iran (Islamic Rep. of),2016,10,,"(2.213749, 46.227638)"
8848,France,Palestinian,2016,10,,"(2.213749, 46.227638)"
8852,France,Syrian Arab Rep.,2016,1190,,"(2.213749, 46.227638)"
8853,France,Viet Nam,2016,5,,"(2.213749, 46.227638)"
8854,United Kingdom of Great Britain and Northern Ireland,Burundi,2016,6,"(29.918886, -3.373056)",
8855,United Kingdom of Great Britain and Northern Ireland,Congo,2016,219,,
8856,United Kingdom of Great Britain and Northern Ireland,Eritrea,2016,34,"(39.782334, 15.179384)",
8857,United Kingdom of Great Britain and Northern Ireland,Ethiopia,2016,140,"(40.489673, 9.145)",
8858,United Kingdom of Great Britain and Northern Ireland,Iraq,2016,138,"(43.679291, 33.223191)",
8859,United Kingdom of Great Britain and Northern Ireland,Pakistan,2016,*,"(69.345116, 30.375321)",
8860,United Kingdom of Great Britain and Northern Ireland,Rwanda,2016,*,"(29.873888, -1.940278)",
8861,United Kingdom of Great Britain and Northern Ireland,Sudan,2016,111,"(30.217636, 12.862807)",
8862,United Kingdom of Great Britain and Northern Ireland,Somalia,2016,121,"(46.199616, 5.152149)",
8863,United Kingdom of Great Britain and Northern Ireland,South Sudan,2016,39,,
8864,United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,4369,,
8865,United Kingdom of Great Britain and Northern Ireland,Uganda,2016,*,"(32.290275, 1.373333)",
8866,Hungary,Syrian Arab Rep.,2016,15,,"(19.503304, 47.162494)"
8868,Ireland,Palestinian,2016,10,,"(-8.24389, 53.41291)"
8869,Ireland,Syrian Arab Rep.,2016,335,,"(-8.24389, 53.41291)"
8870,Iceland,Syrian Arab Rep.,2016,56,,"(-19.020835, 64.963051)"
8874,Italy,Syrian Arab Rep.,2016,482,,"(12.56738, 41.87194)"
8875,Japan,Myanmar,2016,18,,"(138.252924, 36.204824)"
8876,Cambodia,Syrian Arab Rep.,2016,*,,"(104.990963, 12.565679)"
8877,Rep. of Korea,Myanmar,2016,41,,
8878,Lithuania,Syrian Arab Rep.,2016,25,,"(23.881275, 55.169438)"
8879,Luxembourg,Syrian Arab Rep.,2016,52,,"(6.129583, 49.815273)"
8880,Latvia,Syrian Arab Rep.,2016,6,,"(24.603189, 56.879635)"
8881,Monaco,Syrian Arab Rep.,2016,*,,"(7.412841, 43.750298)"
8883,Netherlands,Central African Rep.,2016,*,,"(5.291266, 52.132633)"
8884,Netherlands,Dem. Rep. of the Congo,2016,39,,"(5.291266, 52.132633)"
8888,Netherlands,Iran (Islamic Rep. of),2016,*,,"(5.291266, 52.132633)"
8893,Netherlands,South Sudan,2016,*,,"(5.291266, 52.132633)"
8894,Netherlands,Syrian Arab Rep.,2016,601,,"(5.291266, 52.132633)"
8900,Norway,Dem. Rep. of the Congo,2016,*,,"(8.468946, 60.472024)"
8903,Norway,Iran (Islamic Rep. of),2016,19,,"(8.468946, 60.472024)"
8906,Norway,Myanmar,2016,*,,"(8.468946, 60.472024)"
8908,Norway,South Sudan,2016,*,,"(8.468946, 60.472024)"
8909,Norway,Syrian Arab Rep.,2016,2902,,"(8.468946, 60.472024)"
8916,New Zealand,Dem. Rep. of the Congo,2016,*,,"(174.885971, -40.900557)"
8918,New Zealand,Czech Rep.,2016,*,,"(174.885971, -40.900557)"
8925,New Zealand,United Kingdom of Great Britain and Northern Ireland,2016,*,,"(174.885971, -40.900557)"
8932,New Zealand,Iran (Islamic Rep. of),2016,15,,"(174.885971, -40.900557)"
8936,New Zealand,Rep. of Korea,2016,*,,"(174.885971, -40.900557)"
8948,New Zealand,Palestinian,2016,*,,"(174.885971, -40.900557)"
8949,New Zealand,Russian Federation,2016,5,,"(174.885971, -40.900557)"
8953,New Zealand,Serbia and Kosovo: S/RES/1244 (1999),2016,*,,"(174.885971, -40.900557)"
8954,New Zealand,Syrian Arab Rep.,2016,9,,"(174.885971, -40.900557)"
8959,New Zealand,Venezuela (Bolivarian Republic of),2016,*,,"(174.885971, -40.900557)"
8966,Sweden,Dem. Rep. of the Congo,2016,344,,"(18.643501, 60.128161)"
8967,Sweden,Congo,2016,*,,"(18.643501, 60.128161)"
8974,Sweden,Iran (Islamic Rep. of),2016,12,,"(18.643501, 60.128161)"
8979,Sweden,Myanmar,2016,*,,"(18.643501, 60.128161)"
8980,Sweden,Palestinian,2016,*,,"(18.643501, 60.128161)"
8985,Sweden,South Sudan,2016,8,,"(18.643501, 60.128161)"
8986,Sweden,Stateless,2016,122,,"(18.643501, 60.128161)"
8987,Sweden,Syrian Arab Rep.,2016,688,,"(18.643501, 60.128161)"
8990,Sweden,Viet Nam,2016,*,,"(18.643501, 60.128161)"
8992,United States of America,Afghanistan,2016,2930,"(67.709953, 33.93911)",
8993,United States of America,Angola,2016,*,"(17.873887, -11.202692)",
8994,United States of America,United Arab Emirates,2016,*,"(53.847818, 23.424076)",
8995,United States of America,Armenia,2016,64,"(45.038189, 40.069099)",
8996,United States of America,Azerbaijan,2016,39,"(47.576927, 40.143105)",
8997,United States of America,Burundi,2016,777,"(29.918886, -3.373056)",
8998,United States of America,Belgium,2016,*,"(4.469936, 50.503887)",
8999,United States of America,Burkina Faso,2016,*,"(-1.561593, 12.238333)",
9000,United States of America,Bangladesh,2016,*,"(90.356331, 23.684994)",
9001,United States of America,Belarus,2016,187,"(27.953389, 53.709807)",
9002,United States of America,Bhutan,2016,5974,"(90.433601, 27.514162)",
9003,United States of America,Central African Rep.,2016,555,,
9004,United States of America,China,2016,57,"(104.195397, 35.86166)",
9005,United States of America,Côte d'Ivoire,2016,65,"(-5.54708, 7.539989)",
9006,United States of America,Cameroon,2016,18,"(12.354722, 7.369722)",
9007,United States of America,Dem. Rep. of the Congo,2016,19829,,
9008,United States of America,Congo,2016,16,,
9009,United States of America,Colombia,2016,476,"(-74.297333, 4.570868)",
9010,United States of America,Cuba,2016,351,"(-77.781167, 21.521757)",
9011,United States of America,Djibouti,2016,*,"(42.590275, 11.825138)",
9012,United States of America,Egypt,2016,27,"(30.802498, 26.820553)",
9013,United States of America,Eritrea,2016,2011,"(39.782334, 15.179384)",
9014,United States of America,Ethiopia,2016,1322,"(40.489673, 9.145)",
9015,United States of America,Gabon,2016,*,"(11.609444, -0.803689)",
9016,United States of America,Georgia,2016,11,"(43.356892, 42.315407)",
9017,United States of America,Guinea,2016,5,"(-9.696645, 9.945587)",
9018,United States of America,Gambia,2016,5,"(-15.310139, 13.443182)",
9019,United States of America,Guatemala,2016,24,"(-90.230759, 15.783471)",
9020,United States of America,Honduras,2016,140,"(-86.241905, 15.199999)",
9021,United States of America,Croatia,2016,*,"(15.2, 45.1)",
9022,United States of America,Indonesia,2016,*,"(113.921327, -0.789275)",
9023,United States of America,India,2016,5,"(78.96288, 20.593684)",
